response_id,comment_text,age,profession,time_period,crowding_level,waiting_time_min,sentiment_label,primary_category
1402,"I was standing at Mohakhali for almost 35 minutes and still no bus came on time. For a weekday peak hour, this is exhausting.",43,Freelancer,Evening Peak,Severe,42,Negative,Delay
1403,The fare felt too high considering how crowded and uncomfortable the ride was.,39,Freelancer,Morning Peak,Moderate,51,Negative,Cost
1404,"I expected more buses on Mirpur to Shahbagh, but service frequency was disappointing today.",32,Shopkeeper,Morning Peak,Low,46,Negative,Availability
1405,"The footpath near the stop was crowded and broken, so reaching the bus safely was not easy.",33,Freelancer,Morning Peak,High,19,Negative,Accessibility
1406,"Bus e kono clear information chilo na, especially notun passenger der jonno eta problem.",24,Small Business,Evening Peak,High,61,Negative,Information
1407,Route information was just about manageable.,23,Factory Worker,Evening Peak,High,14,Neutral,Information
1408,A calm and respectful attitude from the staff made the ride easier.,33,Banker,Morning Peak,High,5,Positive,Staff Behavior
1409,"Vara ta service er sathe match kore na. Joto taka dei, toto quality pai na.",31,Shopkeeper,Morning Peak,High,51,Negative,Cost
1410,Ventilation was decent and the trip was less tiring today.,46,Student,Morning Peak,Severe,6,Positive,Comfort
1411,Staff behavior made the whole ride more unpleasant than it needed to be.,60,Freelancer,Morning Peak,Moderate,64,Negative,Staff Behavior
1412,"From Azimpur to Shahbagh, the delay was frustrating. I left early but still got late because the bus service was irregular.",20,Teacher,Morning Peak,High,49,Negative,Delay
1413,Getting on the bus was difficult because it barely stopped near the designated stop.,50,Teacher,Evening Peak,Low,39,Negative,Accessibility
1414,The fare felt too high considering how crowded and uncomfortable the ride was.,42,Job Seeker,Evening Peak,Moderate,54,Negative,Cost
1415,The bus was so full that I had to stand bent near the gate for almost the whole trip.,38,Healthcare Worker,Morning Peak,Severe,20,Negative,Crowding
1416,"The ride was tiring, but about what I normally expect from a local bus.",23,Shopkeeper,Morning Peak,High,9,Neutral,Comfort
1417,Helper er kotha bolar dhoron bhalo chilo na. Choto proshno korleo kharap bhabe jawab dicchilo.,34,Teacher,Morning Peak,High,37,Negative,Staff Behavior
1418,Accessibility er dike khub kom attention ache. Peak hour e nama-utha duitae kosto.,26,Shopkeeper,Evening Peak,Severe,27,Negative,Accessibility
1419,"The vehicle looked poorly maintained, and it made an already tiring trip feel worse.",41,Homemaker,Evening Peak,High,30,Negative,Cleanliness
1420,"Nothing serious happened, but the route still feels a little risky during rush hour.",29,Banker,Evening Peak,Moderate,8,Neutral,Safety
1421,I could follow the stops without much confusion.,41,Job Seeker,Morning Peak,Severe,4,Positive,Information
1422,I paid more than usual today and there was no proper explanation from the conductor.,30,Office Employee,Evening Peak,Severe,40,Negative,Cost
1423,Crowding was less intense than I expected today.,44,Driver,Morning Peak,High,12,Positive,Crowding
1424,"Traffic slowed the trip, but overall it was average.",26,Job Seeker,Morning Peak,Severe,18,Neutral,Delay
1425,Rush hour e safety niye onek tension lage. Driver o helper duijon e khub aggressive chilo.,38,Student,Evening Peak,Moderate,37,Negative,Safety
1426,Helper er kotha bolar dhoron bhalo chilo na. Choto proshno korleo kharap bhabe jawab dicchilo.,42,Freelancer,Morning Peak,High,43,Negative,Staff Behavior
1427,I did not mind paying this fare because the trip was manageable.,58,Student,Morning Peak,High,3,Positive,Cost
1428,"If you miss one local bus on this route, you may have to wait a long time for the next one.",22,Shopkeeper,Morning Peak,Low,56,Negative,Availability
1429,I paid more than usual today and there was no proper explanation from the conductor.,49,Office Employee,Morning Peak,High,18,Negative,Cost
1430,Getting on the bus was difficult because it barely stopped near the designated stop.,31,Shopkeeper,Evening Peak,Moderate,23,Negative,Accessibility
1431,The conductor spoke politely and guided passengers clearly.,30,Student,Morning Peak,Severe,8,Positive,Staff Behavior
1432,"I got enough information after asking around, though it was not very clear at first.",37,Driver,Evening Peak,High,12,Neutral,Information
1433,"The ride felt somewhat crowded, but I did not face any major safety issue.",52,Student,Evening Peak,High,10,Neutral,Safety
1434,Staff behavior was okay overall.,46,Teacher,Morning Peak,High,14,Neutral,Staff Behavior
1435,"Traffic slowed the trip, but overall it was average.",40,Freelancer,Morning Peak,Severe,17,Neutral,Delay
1436,"It was not cheap, but not unreasonable either.",34,Job Seeker,Morning Peak,Severe,9,Neutral,Cost
1437,The seat condition was poor and there was no real comfort during the trip.,44,Factory Worker,Morning Peak,Moderate,54,Negative,Comfort
1438,Communication from the conductor was average today.,47,Homemaker,Morning Peak,Moderate,17,Neutral,Staff Behavior
1439,"Too many passengers, no personal space, and constant pushing—this should not be normal.",60,Office Employee,Evening Peak,High,63,Negative,Crowding
1440,"I expected a rough commute, but it was actually manageable.",21,Student,Morning Peak,Severe,11,Positive,Comfort
1441,"Cleanliness was average today—nothing impressive, nothing terrible.",41,Banker,Morning Peak,Severe,10,Neutral,Cleanliness
1442,There was no clear information about where the bus would stop or how long the delay would be.,18,Freelancer,Morning Peak,High,31,Negative,Information
1443,"Bus e kono clear information chilo na, especially notun passenger der jonno eta problem.",54,Homemaker,Morning Peak,High,22,Negative,Information
1444,Communication from the conductor was average today.,30,Teacher,Evening Peak,Low,11,Neutral,Staff Behavior
1445,I paid more than usual today and there was no proper explanation from the conductor.,60,Factory Worker,Evening Peak,Moderate,64,Negative,Cost
1446,"Peak hour e local bus e comfort expect kora jay na, but ajke situation aro kharap chilo.",44,Driver,Morning Peak,Severe,37,Negative,Comfort
1447,"From Mirpur to Farmgate, the delay was frustrating. I left early but still got late because the bus service was irregular.",27,Banker,Morning Peak,High,46,Negative,Delay
1448,Even a small sign or proper announcement could have made this trip easier.,19,Shopkeeper,Evening Peak,Moderate,31,Negative,Information
1449,The helper was rude when passengers asked whether the bus would stop at the next point.,19,Banker,Evening Peak,High,20,Negative,Staff Behavior
1450,I would say the cost was average for this route.,47,Homemaker,Morning Peak,Moderate,14,Neutral,Cost
1451,"It was extremely hot inside the bus, and there was barely any airflow.",35,Driver,Evening Peak,Severe,30,Negative,Comfort
1452,Rush hour e safety niye onek tension lage. Driver o helper duijon e khub aggressive chilo.,19,Job Seeker,Morning Peak,Moderate,43,Negative,Safety
1453,"I expected more buses on Motijheel to Rampura, but service frequency was disappointing today.",50,Homemaker,Evening Peak,Low,65,Negative,Availability
1454,I paid more than usual today and there was no proper explanation from the conductor.,36,Small Business,Morning Peak,Moderate,23,Negative,Cost
1455,"The vehicle looked poorly maintained, and it made an already tiring trip feel worse.",50,Driver,Morning Peak,Moderate,29,Negative,Cleanliness
1456,Staff behavior was okay overall.,40,Job Seeker,Evening Peak,High,19,Neutral,Staff Behavior
1457,"The fare felt acceptable, though service quality could still improve.",27,Office Employee,Evening Peak,Severe,14,Neutral,Cost
1458,Crowding made the ride stressful from start to finish. I could barely breathe comfortably.,47,Shopkeeper,Evening Peak,Moderate,19,Negative,Crowding
1459,"There was some waiting time, though it was still manageable.",47,Office Employee,Morning Peak,Severe,16,Neutral,Delay
1460,"The staff were not especially helpful, but they were not very rude either.",39,Shopkeeper,Morning Peak,High,16,Neutral,Staff Behavior
1461,I had to ask three people before confirming whether this bus was going my way.,54,Freelancer,Evening Peak,Severe,24,Negative,Information
1462,Accessibility er dike khub kom attention ache. Peak hour e nama-utha duitae kosto.,53,Office Employee,Morning Peak,High,61,Negative,Accessibility
1463,"Peak hour e local bus e comfort expect kora jay na, but ajke situation aro kharap chilo.",19,Healthcare Worker,Evening Peak,High,52,Negative,Comfort
1464,"Traffic slowed the trip, but overall it was average.",20,Driver,Morning Peak,Moderate,10,Neutral,Delay
1465,The fare is not the only issue—the unclear way they collect it creates arguments almost every day.,33,Freelancer,Morning Peak,High,45,Negative,Cost
1466,"Bus e kono clear information chilo na, especially notun passenger der jonno eta problem.",20,Teacher,Morning Peak,Moderate,39,Negative,Information
1467,Staff behavior was okay overall.,58,Banker,Morning Peak,Severe,20,Neutral,Staff Behavior
1468,"The route details were clear enough today, so I did not have to guess much.",44,Banker,Morning Peak,Severe,4,Positive,Information
1469,"During office time, availability is still poor. Demand is clearly higher than supply.",22,Student,Morning Peak,High,38,Negative,Availability
1470,"It was not cheap, but not unreasonable either.",57,Office Employee,Evening Peak,Low,13,Neutral,Cost
1471,Route information was just about manageable.,42,Office Employee,Morning Peak,Moderate,9,Neutral,Information
1472,"For once, the trip moved smoothly and I reached on time.",54,Driver,Morning Peak,Severe,6,Positive,Delay
1473,"I was standing at Gulistan for almost 59 minutes and still no bus came on time. For a weekday peak hour, this is exhausting.",39,Small Business,Evening Peak,High,25,Negative,Delay
1474,The bus was so packed that I kept worrying about my phone and wallet the whole trip.,19,Job Seeker,Evening Peak,High,61,Negative,Safety
1475,"I got enough information after asking around, though it was not very clear at first.",39,Driver,Evening Peak,High,13,Neutral,Information
1476,Staff behavior was better today; they were helpful without being rude.,34,Small Business,Evening Peak,High,11,Positive,Staff Behavior
1477,"The vehicle looked poorly maintained, and it made an already tiring trip feel worse.",38,Homemaker,Morning Peak,High,51,Negative,Cleanliness
1478,"I do not expect luxury, but at least the bus should be clean enough to sit comfortably.",29,Office Employee,Evening Peak,High,63,Negative,Cleanliness
1479,The bus was so packed that I kept worrying about my phone and wallet the whole trip.,30,Shopkeeper,Morning Peak,Severe,35,Negative,Safety
1480,This route is hard for elderly passengers. Even healthy people struggle to board during peak hours.,47,Shopkeeper,Morning Peak,Moderate,50,Negative,Accessibility
1481,"The footpath near the stop was crowded and broken, so reaching the bus safely was not easy.",60,Freelancer,Evening Peak,High,30,Negative,Accessibility
1482,Crowding made the ride stressful from start to finish. I could barely breathe comfortably.,18,Office Employee,Evening Peak,Moderate,28,Negative,Crowding
1483,"Cleanliness was average today—nothing impressive, nothing terrible.",43,Factory Worker,Evening Peak,High,10,Neutral,Cleanliness
1484,"Between heat, noise, and crowding, this felt like a very draining commute.",35,Banker,Morning Peak,Moderate,34,Negative,Comfort
1485,There was no clear information about where the bus would stop or how long the delay would be.,21,Small Business,Morning Peak,High,25,Negative,Information
1486,I could follow the stops without much confusion.,37,Factory Worker,Evening Peak,Moderate,11,Positive,Information
1487,"It was not cheap, but not unreasonable either.",60,Small Business,Morning Peak,High,16,Neutral,Cost
1488,Service frequency was neither very good nor very bad.,41,Factory Worker,Evening Peak,Severe,20,Neutral,Availability
